Gene_acc,Gene_id,log2fc,log10intensity,logFDR,Desc,desc2,ids2
4203,Tb927.6.4360,-0.17548981918302997,5.364722743419054,-0.6992202932318503,"hypothetical protein, conserved","Tb927.6.4360:mRNA-p1 | transcript=Tb927.6.4360:mRNA | gene=Tb927.6.4360 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_06_v5.1:1228784-122918",Tb927.6.4360:mRNA-p1
4204,Tb927.4.2940,-0.176036314880138,4.578241349341855,-0.6460362621170341,"hypothetical protein, conserved","Tb927.4.2940:mRNA-p1 | transcript=Tb927.4.2940:mRNA | gene=Tb927.4.2940 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_04_v5.1:781173-782159(",Tb927.4.2940:mRNA-p1;Tb11.v5.0972.1-p1
4205,Tb927.7.4980,-0.17604554516536328,4.783466820833998,-0.4893251073401112,Present in the outer mitochondrial membrane proteome 35,Tb927.7.4980:mRNA-p1 | transcript=Tb927.7.4980:mRNA | gene=Tb927.7.4980 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Present in the outer mitochondrial membrane proteome 35 | transcript_product=Present in the outer mitochondrial membrane pro,Tb927.7.4980:mRNA-p1;Tb11.v5.0179.1-p1
4206,Tb927.10.12890,-0.1768846806989622,7.349627305410087,-0.6154054037156654,"bifunctional aminoacyl-tRNA synthetase, putative","Tb927.10.12890:mRNA-p1 | transcript=Tb927.10.12890:mRNA | gene=Tb927.10.12890 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=bifunctional aminoacyl-tRNA synthetase, putative | transcript_product=bifunctional aminoacyl-tRNA synthetase, putative",Tb927.10.12890:mRNA-p1
4207,Tb927.8.5370,-0.17752957148134316,5.796816409214495,-1.0328602188484532,"hypothetical protein, conserved","Tb927.8.5370:mRNA-p1 | transcript=Tb927.8.5370:mRNA | gene=Tb927.8.5370 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_08_v5.1:1593473-159484",Tb927.8.5370:mRNA-p1
4208,Tb927.11.1350,-0.17793380979675358,5.466604604266194,-0.5120262692791047,"calcium uniporter protein, mitochondrial","Tb927.11.1350:mRNA-p1 | transcript=Tb927.11.1350:mRNA | gene=Tb927.11.1350 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=calcium uniporter protein, mitochondrial | transcript_product=calcium uniporter protein, mitochondrial | location=Tb927_1",Tb927.11.1350:mRNA-p1
4209,Tb927.8.5880,-0.17827946363717828,6.4626868353927724,-0.7396746496481478,"eukaryotic translation initiation factor 1A, putative","Tb927.8.5880:mRNA-p1 | transcript=Tb927.8.5880:mRNA | gene=Tb927.8.5880 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=eukaryotic translation initiation factor 1A, putative | transcript_product=eukaryotic translation initiation factor 1A, puta",Tb927.8.5880:mRNA-p1
4210,Tb927.10.2200,-0.17888185113355576,5.539946866490388,-0.43250789345316976,"hypothetical protein, conserved","Tb927.10.2200:mRNA-p1 | transcript=Tb927.10.2200:mRNA | gene=Tb927.10.2200 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_10_v5.1:565746-5667",Tb927.10.2200:mRNA-p1
4211,Tb927.3.2470,-0.17937670581132426,5.8526734002317,-0.4781041578716207,Pumilio homology domain family member 8,Tb927.3.2470:mRNA-p1 | transcript=Tb927.3.2470:mRNA | gene=Tb927.3.2470 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Pumilio homology domain family member 8 | transcript_product=Pumilio homology domain family member 8 | location=Tb927_03_v5.,Tb927.3.2470:mRNA-p1
4212,Tb927.10.10130,-0.17983218876853213,5.674200657908212,-0.3238984447869163,RNA editing mediator complex protein 1,Tb927.10.10130:mRNA-p1 | transcript=Tb927.10.10130:mRNA | gene=Tb927.10.10130 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=RNA editing mediator complex protein 1 | transcript_product=RNA editing mediator complex protein 1 | location=Tb927_10,Tb927.10.10130:mRNA-p1
4213,Tb927.10.1630,-0.18017301675894568,6.647838321509506,-0.5556076326592501,atp-binding cassette sub-family e member 1,Tb927.10.1630:mRNA-p1 | transcript=Tb927.10.1630:mRNA | gene=Tb927.10.1630 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=atp-binding cassette sub-family e member 1 | transcript_product=atp-binding cassette sub-family e member 1 | location=Tb9,Tb927.10.1630:mRNA-p1
4214,Tb927.8.2160,-0.1802606098527366,6.417564183026381,-0.7967871751585638,p-glycoprotein,Tb927.8.2160:mRNA-p1 | transcript=Tb927.8.2160:mRNA | gene=Tb927.8.2160 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=p-glycoprotein | transcript_product=p-glycoprotein | location=Tb927_08_v5.1:667841-672586(+) | protein_length=1581 | sequenc,Tb927.8.2160:mRNA-p1
4215,Tb927.11.9120,-0.18027088867660748,4.599921238253558,-0.3297139351422358,"SNF2 family N-terminal domain/Ring finger domain containing protein, putative","Tb927.11.9120:mRNA-p1 | transcript=Tb927.11.9120:mRNA | gene=Tb927.11.9120 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=SNF2 family N-terminal domain/Ring finger domain containing protein, putative | transcript_product=SNF2 family N-terminal",Tb927.11.9120:mRNA-p1
4216,Tb927.11.16930,-0.18065067596133977,4.806544967719785,-0.7303744811182948,"ABC transporter of the mitochondrion, putative","Tb927.11.16930:mRNA-p1 | transcript=Tb927.11.16930:mRNA | gene=Tb927.11.16930 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ABC transporter of the mitochondrion, putative | transcript_product=ABC transporter of the mitochondrion, putative | l",Tb927.11.16930:mRNA-p1
4217,Tb927.11.12070,-0.18099213800158828,5.671140948398668,-0.7066396174832518,"hypothetical protein, conserved","Tb927.11.12070:mRNA-p1 | transcript=Tb927.11.12070:mRNA | gene=Tb927.11.12070 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:3229549-",Tb927.11.12070:mRNA-p1
4218,Tb927.9.8290,-0.18140548324402392,5.142611487084819,-0.4102508607508749,mitochondrial ribosomal protein l30,Tb927.9.8290:mRNA-p1 | transcript=Tb927.9.8290:mRNA | gene=Tb927.9.8290 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mitochondrial ribosomal protein l30 | transcript_product=mitochondrial ribosomal protein l30 | location=Tb927_09_v5.1:135585,Tb927.9.8290:mRNA-p1
4219,Tb927.11.13910,-0.18175183200211967,5.085262990724868,-0.2310763599396752,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative","Tb927.11.13910:mRNA-p1 | transcript=Tb927.11.13910:mRNA | gene=Tb927.11.13910 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative | transcript_product=NADH dehydrogenase (ubiquino",Tb927.11.13910:mRNA-p1
4220,Tb927.6.1440,-0.18204554336551262,5.402191396514078,-0.24035070265887964,"LSU ribosomal protein, mitochondrial, putative","Tb927.6.1440:mRNA-p1 | transcript=Tb927.6.1440:mRNA | gene=Tb927.6.1440 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=LSU ribosomal protein, mitochondrial, putative | transcript_product=LSU ribosomal protein, mitochondrial, putative | locatio",Tb927.6.1440:mRNA-p1
4221,Tb927.9.11410,-0.1823185175734932,7.413680564876954,-1.1885850243088663,"60S ribosomal protein L23, putative","Tb927.9.11410:mRNA-p1 | transcript=Tb927.9.11410:mRNA | gene=Tb927.9.11410 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=60S ribosomal protein L23, putative | transcript_product=60S ribosomal protein L23, putative | location=Tb927_09_v5.1:178",Tb927.9.11410:mRNA-p1;Tb927.9.11380:mRNA-p1
4222,Tb927.6.2340,-0.18256955572721006,6.2641468626477135,-0.37099139551819965,"prefoldin subunit, putative","Tb927.6.2340:mRNA-p1 | transcript=Tb927.6.2340:mRNA | gene=Tb927.6.2340 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=prefoldin subunit, putative | transcript_product=prefoldin subunit, putative | location=Tb927_06_v5.1:723038-723457(+) | pro",Tb927.6.2340:mRNA-p1;Tb927.6.2280:mRNA-p1
4223,Tb927.10.1280,-0.18435904490919083,5.374659681412318,-1.0068368206973672,"Domain of unknown function (DUF4499), putative","Tb927.10.1280:mRNA-p1 | transcript=Tb927.10.1280:mRNA | gene=Tb927.10.1280 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Domain of unknown function (DUF4499), putative | transcript_product=Domain of unknown function (DUF4499), putative | loca",Tb927.10.1280:mRNA-p1
4224,Tb927.11.9790,-0.1847385457852204,5.363555032949773,-0.7581684787319755,"calmodulin, putative","Tb927.11.9790:mRNA-p1 | transcript=Tb927.11.9790:mRNA | gene=Tb927.11.9790 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=calmodulin, putative | transcript_product=calmodulin, putative | location=Tb927_11_v5.1:2647385-2647876(-) | protein_leng",Tb927.11.9790:mRNA-p1
4225,Tb927.7.1070,-0.18515439351368443,5.269627953894884,-0.4578299681463756,KREX1,Tb927.7.1070:mRNA-p1 | transcript=Tb927.7.1070:mRNA | gene=Tb927.7.1070 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=KREX1 | transcript_product=KREX1 | location=Tb927_07_v5.1:272237-274921(+) | protein_length=894 | sequence_SO=chromosome | S,Tb927.7.1070:mRNA-p1
4226,Tb927.9.5590,-0.18590774237028057,6.4346065757944935,-0.8182405599614143,DNA topoisomerase ii,Tb927.9.5590:mRNA-p1 | transcript=Tb927.9.5590:mRNA | gene=Tb927.9.5590 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=DNA topoisomerase ii | transcript_product=DNA topoisomerase ii | location=Tb927_09_v5.1:961067-964732(+) | protein_length=12,Tb927.9.5590:mRNA-p1
4227,Tb927.11.14130,-0.1871115487376996,6.248550037014359,-0.28727737061604436,"ribosomal protein L18, putative","Tb927.11.14130:mRNA-p1 | transcript=Tb927.11.14130:mRNA | gene=Tb927.11.14130 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ribosomal protein L18, putative | transcript_product=ribosomal protein L18, putative | location=Tb927_11_v5.1:3745050-",Tb927.11.14130:mRNA-p1;Tb927.10.3840:mRNA-p1
4228,Tb927.4.2550,-0.1872393001805348,5.250017175920737,-0.19807881319159412,"hypothetical protein, conserved","Tb927.4.2550:mRNA-p1 | transcript=Tb927.4.2550:mRNA | gene=Tb927.4.2550 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_04_v5.1:671279-672187(",Tb927.4.2550:mRNA-p1
4229,Tb927.3.1710,-0.18736748108345816,5.103114836291403,-0.27512898665306873,mitochondrial ribosomal protein l24,Tb927.3.1710:mRNA-p1 | transcript=Tb927.3.1710:mRNA | gene=Tb927.3.1710 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mitochondrial ribosomal protein l24 | transcript_product=mitochondrial ribosomal protein l24 | location=Tb927_03_v5.1:448615,Tb927.3.1710:mRNA-p1
4230,Tb927.5.2710,-0.1873902506814659,4.178974935045554,-0.15050075819764872,"hypothetical protein, conserved","Tb927.5.2710:mRNA-p1 | transcript=Tb927.5.2710:mRNA | gene=Tb927.5.2710 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_05_v5.1:915253-918027(",Tb927.5.2710:mRNA-p1
4231,Tb927.3.1720,-0.18740987377656929,4.620524234250775,-0.4406353764767482,"hypothetical protein, conserved","Tb927.3.1720:mRNA-p1 | transcript=Tb927.3.1720:mRNA | gene=Tb927.3.1720 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:451199-451483(",Tb927.3.1720:mRNA-p1
4232,Tb927.3.4230,-0.18777662816250706,6.021995211590694,-0.7145431341065941,"serine peptidase, clan SB, family S8-like protein","Tb927.3.4230:mRNA-p1 | transcript=Tb927.3.4230:mRNA | gene=Tb927.3.4230 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=serine peptidase, clan SB, family S8-like protein | transcript_product=serine peptidase, clan SB, family S8-like protein | l",Tb927.3.4230:mRNA-p1
4233,Tb927.10.12430,-0.18791016706187527,6.070657071781223,-0.6464925502503237,"Noc2p family, putative","Tb927.10.12430:mRNA-p1 | transcript=Tb927.10.12430:mRNA | gene=Tb927.10.12430 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Noc2p family, putative | transcript_product=Noc2p family, putative | location=Tb927_10_v5.1:3010894-3012843(-) | prote",Tb927.10.12430:mRNA-p1
4234,Tb927.7.2380,-0.1890045041127218,5.893201092086308,-0.19366974564910117,"hypothetical protein, conserved","Tb927.7.2380:mRNA-p1 | transcript=Tb927.7.2380:mRNA | gene=Tb927.7.2380 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:612382-612750(",Tb927.7.2380:mRNA-p1
4235,Tb927.11.6000,-0.18938210035875244,5.459490074858255,-0.3328693440199183,mitochondrial ribosomal protein L4,Tb927.11.6000:mRNA-p1 | transcript=Tb927.11.6000:mRNA | gene=Tb927.11.6000 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mitochondrial ribosomal protein L4 | transcript_product=mitochondrial ribosomal protein L4 | location=Tb927_11_v5.1:16999,Tb927.11.6000:mRNA-p1
4236,Tb927.1.1340,-0.18945384388469588,5.4169287296089905,-0.38180791709881146,"Quinonprotein alcohol dehydrogenase-like protein, putative","Tb927.1.1340:mRNA-p1 | transcript=Tb927.1.1340:mRNA | gene=Tb927.1.1340 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Quinonprotein alcohol dehydrogenase-like protein, putative | transcript_product=Quinonprotein alcohol dehydrogenase-like pro",Tb927.1.1340:mRNA-p1
4237,Tb927.10.180,-0.18956670922623473,6.342791106377835,-0.2955577996187794,"ATP synthase F1 subunit gamma protein, putative","Tb927.10.180:mRNA-p1 | transcript=Tb927.10.180:mRNA | gene=Tb927.10.180 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ATP synthase F1 subunit gamma protein, putative | transcript_product=ATP synthase F1 subunit gamma protein, putative | locat",Tb927.10.180:mRNA-p1
4238,Tb927.9.10160,-0.189705195705152,5.038408421643682,-0.510638075593353,MICOS complex subunit MIC60,Tb927.9.10160:mRNA-p1 | transcript=Tb927.9.10160:mRNA | gene=Tb927.9.10160 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=MICOS complex subunit MIC60 | transcript_product=MICOS complex subunit MIC60 | location=Tb927_09_v5.1:1603419-1604096(-) ,Tb927.9.10160:mRNA-p1
4239,Tb927.7.580,-0.18999986931281238,5.94128296685315,-0.8655406788834668,"GTP-binding protein, putative","Tb927.7.580:mRNA-p1 | transcript=Tb927.7.580:mRNA | gene=Tb927.7.580 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=GTP-binding protein, putative | transcript_product=GTP-binding protein, putative | location=Tb927_07_v5.1:118594-120642(-) | pr",Tb927.7.580:mRNA-p1
4240,Tb927.11.12120,-0.19028681354726923,4.582264241589319,-0.19030601076861736,"RNA-binding protein, putative","Tb927.11.12120:mRNA-p1 | transcript=Tb927.11.12120:mRNA | gene=Tb927.11.12120 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Tb927_11_v5.1:3238830-3239",Tb927.11.12120:mRNA-p1
4241,Tb927.3.1350,-0.19162969002241215,5.848205784054017,-0.5556076326592501,"hypothetical protein, conserved","Tb927.3.1350:mRNA-p1 | transcript=Tb927.3.1350:mRNA | gene=Tb927.3.1350 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:338221-340581(",Tb927.3.1350:mRNA-p1
4242,Tb927.11.5190,-0.19192478863519874,6.119986025001586,-0.5816459390229288,"leucine-rich repeat protein (LRRP), putative","Tb927.11.5190:mRNA-p1 | transcript=Tb927.11.5190:mRNA | gene=Tb927.11.5190 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=leucine-rich repeat protein (LRRP), putative | transcript_product=leucine-rich repeat protein (LRRP), putative | location",Tb927.11.5190:mRNA-p1
4243,Tb927.7.330,-0.19207220012602794,5.306092128327994,-0.6708213569796513,"Thioesterase-like superfamily, putative","Tb927.7.330:mRNA-p1 | transcript=Tb927.7.330:mRNA | gene=Tb927.7.330 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Thioesterase-like superfamily, putative | transcript_product=Thioesterase-like superfamily, putative | location=Tb927_07_v5.1:6",Tb927.7.330:mRNA-p1
4244,Tb927.8.2880,-0.19229668101459915,4.692779259106752,-0.43250789345316976,"hypothetical protein, conserved","Tb927.8.2880:mRNA-p1 | transcript=Tb927.8.2880:mRNA | gene=Tb927.8.2880 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_08_v5.1:872795-876190(",Tb927.8.2880:mRNA-p1
4245,Tb927.10.13130,-0.19282317900521254,5.405830339740366,-0.4144628403161288,UTP-glucose-1-phosphate uridylyltransferase,Tb927.10.13130:mRNA-p1 | transcript=Tb927.10.13130:mRNA | gene=Tb927.10.13130 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=UTP-glucose-1-phosphate uridylyltransferase | transcript_product=UTP-glucose-1-phosphate uridylyltransferase | locatio,Tb927.10.13130:mRNA-p1
4246,Tb927.10.380,-0.1930126018419525,4.477326605999489,-0.3743747986778587,kinetoplast ribosomal PPR-repeat containing protein 5,Tb927.10.380:mRNA-p1 | transcript=Tb927.10.380:mRNA | gene=Tb927.10.380 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=kinetoplast ribosomal PPR-repeat containing protein 5 | transcript_product=kinetoplast ribosomal PPR-repeat containing prote,Tb927.10.380:mRNA-p1;Tb11.v5.0637.1-p1
4247,Tb927.6.1080,-0.19334886089185851,6.509497385746467,-0.9232716694947173,"hydroxyacylglutathione hydrolase, putative","Tb927.6.1080:mRNA-p1 | transcript=Tb927.6.1080:mRNA | gene=Tb927.6.1080 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hydroxyacylglutathione hydrolase, putative | transcript_product=hydroxyacylglutathione hydrolase, putative | location=Tb927_",Tb927.6.1080:mRNA-p1
4248,Tb927.10.1660,-0.19367343134438075,5.728339219434885,-0.4579446602774373,"hypothetical protein, conserved","Tb927.10.1660:mRNA-p1 | transcript=Tb927.10.1660:mRNA | gene=Tb927.10.1660 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_10_v5.1:447045-4479",Tb927.10.1660:mRNA-p1
4249,Tb927.11.5260,-0.19390819631840883,6.319762848928889,-0.5603422767202827,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein, putative","Tb927.11.5260:mRNA-p1 | transcript=Tb927.11.5260:mRNA | gene=Tb927.11.5260 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein, putative | transcript_",Tb927.11.5260:mRNA-p1
4250,Tb927.3.1680,-0.19397679473097096,6.372378756619093,-1.0576977337028297,Eukaryotic translation initiation factor 3 subunit F,Tb927.3.1680:mRNA-p1 | transcript=Tb927.3.1680:mRNA | gene=Tb927.3.1680 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Eukaryotic translation initiation factor 3 subunit F | transcript_product=Eukaryotic translation initiation factor 3 subunit,Tb927.3.1680:mRNA-p1
4251,Tb927.10.12120,-0.1942126783578712,5.5937031028933015,-0.6872862858740629,"hypothetical protein, conserved","Tb927.10.12120:mRNA-p1 | transcript=Tb927.10.12120:mRNA | gene=Tb927.10.12120 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_10_v5.1:2948638-",Tb927.10.12120:mRNA-p1;Tb11.v5.0505.1-p1
4252,Tb927.6.4800,-0.19462048439911853,6.462357210269343,-0.7938653424935929,"hypothetical protein, conserved","Tb927.6.4800:mRNA-p1 | transcript=Tb927.6.4800:mRNA | gene=Tb927.6.4800 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_06_v5.1:1337604-133886",Tb927.6.4800:mRNA-p1
4253,Tb927.11.7780,-0.194655045604495,6.401146548887471,-1.0774357456649406,Mitochondrial import receptor subunit ATOM46,Tb927.11.7780:mRNA-p1 | transcript=Tb927.11.7780:mRNA | gene=Tb927.11.7780 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Mitochondrial import receptor subunit ATOM46 | transcript_product=Mitochondrial import receptor subunit ATOM46 | location,Tb927.11.7780:mRNA-p1
4254,Tb927.4.3370,-0.19467551838873692,5.664357162720971,-0.9462236135161017,"hypothetical protein, conserved","Tb927.4.3370:mRNA-p1 | transcript=Tb927.4.3370:mRNA | gene=Tb927.4.3370 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_04_v5.1:878428-879345(",Tb927.4.3370:mRNA-p1
4255,Tb927.10.4250,-0.1950797114136237,5.311900646641368,-0.34929961079500915,"ADP-ribosylation factor-like 2, arl2","Tb927.10.4250:mRNA-p1 | transcript=Tb927.10.4250:mRNA | gene=Tb927.10.4250 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ADP-ribosylation factor-like 2, arl2 | transcript_product=ADP-ribosylation factor-like 2, arl2 | location=Tb927_10_v5.1:1",Tb927.10.4250:mRNA-p1
4256,Tb927.9.5890,-0.19582717797690846,6.2360463924830185,-0.7390524205952222,"solanesyl-diphosphate synthase, putative","Tb927.9.5890:mRNA-p1 | transcript=Tb927.9.5890:mRNA | gene=Tb927.9.5890 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=solanesyl-diphosphate synthase, putative | transcript_product=solanesyl-diphosphate synthase, putative | location=Tb927_09_v",Tb927.9.5890:mRNA-p1
4257,Tb927.11.870,-0.19650414880836373,5.3417375605009045,-0.46780806862734237,mitochondrial ribosomal protein l23,Tb927.11.870:mRNA-p1 | transcript=Tb927.11.870:mRNA | gene=Tb927.11.870 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mitochondrial ribosomal protein l23 | transcript_product=mitochondrial ribosomal protein l23 | location=Tb927_11_v5.1:222721,Tb927.11.870:mRNA-p1
4258,Tb927.11.5365,-0.1968140651187417,5.352943439015917,-0.6725831244906921,hypothetical protein,Tb927.11.5365:mRNA-p1 | transcript=Tb927.11.5365:mRNA | gene=Tb927.11.5365 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Tb927_11_v5.1:1530022-1530306(+) | protein_leng,Tb927.11.5365:mRNA-p1
4259,Tb927.9.2270,-0.19706738755509107,4.926893739330198,-0.4041824963293581,"hypothetical protein, conserved","Tb927.9.2270:mRNA-p1 | transcript=Tb927.9.2270:mRNA | gene=Tb927.9.2270 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_09_v5.1:506220-508409(",Tb927.9.2270:mRNA-p1
4260,Tb11.v5.0752,-0.1972414462404131,6.3358239518515465,-0.5468083938840348,"expression site-associated gene 3 (ESAG3) protein, putative","Tb11.v5.0752.1-p1 | transcript=Tb11.v5.0752.1 | gene=Tb11.v5.0752 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=expression site-associated gene 3 (ESAG3) protein, putative | transcript_product=expression site-associated gene 3 (ESAG3) protein",Tb11.v5.0752.1-p1
4261,Tb927.9.6290,-0.1974307938037177,6.5897742752392094,-0.7587929662661737,arginine kinase,Tb927.9.6290:mRNA-p1 | transcript=Tb927.9.6290:mRNA | gene=Tb927.9.6290 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=arginine kinase | transcript_product=arginine kinase | location=Tb927_09_v5.1:1033220-1034290(+) | protein_length=356 | sequ,Tb927.9.6290:mRNA-p1
4262,Tb927.10.4120,-0.19820307762264644,6.662387377426618,-0.5277149957788752,60S ribosomal protein L30,Tb927.10.4120.2:mRNA-p1 | transcript=Tb927.10.4120.2:mRNA | gene=Tb927.10.4120 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=60S ribosomal protein L30 | transcript_product=60S ribosomal protein L30 | location=Tb927_10_v5.1:1082807-1083124(-) ,Tb927.10.4120.2:mRNA-p1;Tb927.10.4110:mRNA-p1;Tb927.10.4120.1:mRNA-p1
4263,Tb927.3.1030,-0.19824249403653102,6.582851705132667,-0.6478873216835491,RNA-binding protein,Tb927.3.1030:mRNA-p1 | transcript=Tb927.3.1030:mRNA | gene=Tb927.3.1030 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=RNA-binding protein | transcript_product=RNA-binding protein | location=Tb927_03_v5.1:253218-254291(+) | protein_length=357 ,Tb927.3.1030:mRNA-p1
4264,Tb927.10.6680,-0.19836355635438627,6.073205557708629,-0.8408228623775326,member of the NOL1/NOP2/sun family of proteins,Tb927.10.6680:mRNA-p1 | transcript=Tb927.10.6680:mRNA | gene=Tb927.10.6680 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=member of the NOL1/NOP2/sun family of proteins | transcript_product=member of the NOL1/NOP2/sun family of proteins | loca,Tb927.10.6680:mRNA-p1
4265,Tb927.3.2100,-0.1983818167641347,6.9293351404722126,-0.96712771218967,"hypothetical protein, conserved","Tb927.3.2100:mRNA-p1 | transcript=Tb927.3.2100:mRNA | gene=Tb927.3.2100 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:553025-553951(",Tb927.3.2100:mRNA-p1
4266,Tb927.3.970,-0.19882028083709521,4.994115329374933,-0.4002718725165971,"Mitochondrial SSU ribosomal protein, putative","Tb927.3.970:mRNA-p1 | transcript=Tb927.3.970:mRNA | gene=Tb927.3.970 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Mitochondrial SSU ribosomal protein, putative | transcript_product=Mitochondrial SSU ribosomal protein, putative | location=Tb9",Tb927.3.970:mRNA-p1
4267,Tb927.11.360,-0.19911135449899411,5.652562033397301,-0.9727852730540762,"ATP-binding protein, putative","Tb927.11.360:mRNA-p1 | transcript=Tb927.11.360:mRNA | gene=Tb927.11.360 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ATP-binding protein, putative | transcript_product=ATP-binding protein, putative | location=Tb927_11_v5.1:82444-84243(-) | p",Tb927.11.360:mRNA-p1
